title,num_reviews,num_wishlisted,area,price,tags,bio,review_title,review_desc,review_image
Springleaf Prata Place (SAFRA Tampines),18 REVIEWS,14 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Indian
Delivery
Halal",*Closed first Mon of every month,"When there’s prata involved, especially the good ones, it will never be a dull meal.","The sudden cravings for prata points towards one of my frequent prata spots that’s foolproof and consistent. What I usually will go for is their yearly creations for the Ultimate Hawker Fest, but this time round, included a prata plaster and kosong. We usually will dine in at the restaurant but because of the current situation, this meal was delivered and the prata kosong surprisingly, remained crispy and took me by surprise. It was not soaked in oil while having a crispness that’s borderline addictive, which I regretted only gotten one of it. The next time I’m ordering from Springleaf, a prata kosong (or maybe two) will definitely be part of the order again.
••••••••••••••••••••
📍Springleaf Prata Place
1A Tampines Street 92, SAFRA Tampines, Singapore 528882",https://burpple.imgix.net/foods/2d941c5fdf0bec823541841265_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Springleaf Prata Place (SAFRA Tampines),18 REVIEWS,14 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Indian
Delivery
Halal",*Closed first Mon of every month,Fish Curry (self Service),Fared slightly better with less goopiness and the sharper sour notes,https://burpple-1.imgix.net/foods/5d102f7a383ebccaf401805214_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Springleaf Prata Place (SAFRA Tampines),18 REVIEWS,14 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Indian
Delivery
Halal",*Closed first Mon of every month,Chicken Curry (self Service),"Thick but not in a good way, and lacking much taste except for the cardamom pods.",https://burpple-2.imgix.net/foods/5d102f7a38333c4cf421805212_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Springleaf Prata Place (SAFRA Tampines),18 REVIEWS,14 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Indian
Delivery
Halal",*Closed first Mon of every month,Tissue W Milk And Sugar 2.5nett,"Surprisingly not as sweet as i had expected, and thus my friend was able to scoop up all the pooling condensed milk.",https://burpple.imgix.net/foods/5d102f7a34ab900a6e81805078_original.?w=20&fit=crop&q=80&auto=format
Springleaf Prata Place (SAFRA Tampines),18 REVIEWS,14 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Indian
Delivery
Halal",*Closed first Mon of every month,Egg Prata 2.1nett,"CASH ONLY!!!!
having been only to the original and jcube outlets, this has quickly become one of the best Prata places in my books. However the egg Prata here was, while still really crispy, slightly hard. Thus i can imagine other outlets doing worse",https://burpple-2.imgix.net/foods/5d102f7a34a754031e21805077_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Springleaf Prata Place (SAFRA Tampines),18 REVIEWS,14 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Indian
Delivery
Halal",*Closed first Mon of every month,Egg Prata,"Egg prata, $2.10.. crispy and nice.
They are having promo now till 31st July 1-for-1.",https://burpple-2.imgix.net/foods/2fb57928151aa860b96c1763266_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Springleaf Prata Place (SAFRA Tampines),18 REVIEWS,14 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Indian
Delivery
Halal",*Closed first Mon of every month,Umami 50,"Prata with chicken floss, Egg, mozzarella cheese, luncheon chicken meat and Japanese mayo.... it’s like an Indian pizza...very nice.. 😆
$7.90, abit on the high side for prata, but quite shiok...",https://burpple.imgix.net/foods/2fb579281519de74f0221763263_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Springleaf Prata Place (SAFRA Tampines),18 REVIEWS,14 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Indian
Delivery
Halal",*Closed first Mon of every month,Murtaburger,"Juicy patty topped with black pepper sauce, chili sauce and load of mozzarella cheese. Is a twist on the Ramey burger.
(S$8.50)",https://burpple-1.imgix.net/foods/60d6dc4a2adfc2039141896293_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Springleaf Prata Place (SAFRA Tampines),18 REVIEWS,14 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Indian
Delivery
Halal",*Closed first Mon of every month,Halia Milk,"Ginger tea with milk.
(Large - S$2, hot)",https://burpple-2.imgix.net/foods/60d6dc4a2ad66c0222c1896290_original.?w=20&fit=crop&q=80&auto=format
Springleaf Prata Place (SAFRA Tampines),18 REVIEWS,14 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Indian
Delivery
Halal",*Closed first Mon of every month,Shopee Flash Deals Meal,"Springleaf prata meal for less than $1! How to get it? By looking out for shopee flash deals! The plain prata was on offer at 9 cents! Egg prata was on offer at 88 cents! 👍🏻 Both pratas were super crispy! The egg prata that was served was HUGE!super value for money. You have a choice of fish or chicken curry, and the curry is refillable. Sugar also available at the counter for sweeth tooth ppl. First time eating at the Safra tampines outlet! (Have previously always dined at the rail mall outlet only)
For more good deals like this, do check out shopee! If you are new to shopee, use my referral code VOILA225 to get $10.00 off your first purchase! Download Shopee now and enjoy hot deals at the best prices! https://shp.ee/9ie54wm?smtt=0.0.3
#burpple #burpplesg #food #foodiesg #sgfoodie #whati8today #8dayseat #vscofoodie #iweeklyfood #foodporn #foodstagram #vscofood #foodphotography #sgmakan #sgmakandiary #sgfoodstagram #singaporeeats #exploresingaporeeats",https://burpple-2.imgix.net/foods/1d5df568788f1000cf21891552_original.?w=20&fit=crop&q=80&auto=format
Springleaf Prata Place (SAFRA Tampines),18 REVIEWS,14 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Indian
Delivery
Halal",*Closed first Mon of every month,Springleaf Prata,NA,https://burpple-3.imgix.net/foods/17cee0bd1db802e1fd01814999_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Springleaf Prata Place (SAFRA Tampines),18 REVIEWS,14 WISHLISTED,Tampines,~$10/pax,"Hawker Food
Indian
Delivery
Halal",*Closed first Mon of every month,plaster blaster prata 👍🏻 20.10.19 #foodporn #sgfoodporn #foodsg #sgfoodies #instafood #foodstagram #vscofood #burpple #hungrygowhere #hawkerfood #hawkercentre,NA,https://burpple-1.imgix.net/foods/2e6e7a578af66bba4c621800161_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Old Chang Kee (Tampines MRT),9 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,"Local Delights
Fast Food
Halal",,Cheezy Corn'O Puff $2,New flavour for Children's Day. Tiger shaped puff with creamy cheese and corn fillings. Taste nice!,https://burpple-1.imgix.net/foods/1666362733_review_image1953434_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Old Chang Kee (Tampines MRT),9 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,"Local Delights
Fast Food
Halal",,Kaya Butter Puff,"Unlike their usual puffs, this kaya butter puff comes in a squarish rectangular shaped with crispy, crumbly crust that resembles Malay stall curry puffs. The kaya fillings are like those found on kaya toast, doesn’t really have a buttery taste but this is good (just that I find the kaya fillings abit too sweet).
(1 for S$1.40; 2 for S$2.50)",https://burpple-2.imgix.net/foods/60d6dc25f87bf10b39a1739430_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Old Chang Kee (Tampines MRT),9 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,"Local Delights
Fast Food
Halal",,[NEW] Hainanese Chicken Rice’O,"Available for a limited time only
.
($2/each, $3.60/pair)
.
I was a tad disappointed when I tried this
.
Stuffing was neutral in taste. There weren’t any flavour related to chicken rice other than the heat from the chili. And also the rice filling tasted more like glutinous rice rather than chicken rice
.
#burpple #oldchangkee #chickenrice #oldmeetsnew #sgfood #oldchangkee",https://burpple-3.imgix.net/foods/2feec06cdc696a99fe7c1710007_original.?w=20&fit=crop&q=80&auto=format
Old Chang Kee (Tampines MRT),9 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,"Local Delights
Fast Food
Halal",,Oh yeah!,Tried the Spicy O from Old Chang Kee. The stinging spicy effect on my tongue is so shiok! But no effect on my stomach leh... 😅😅,https://burpple-2.imgix.net/foods/c00353973b9f6070d61373255_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Old Chang Kee (Tampines MRT),9 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,"Local Delights
Fast Food
Halal",,Good Morning!,"Have you tried the Satay Chicken Puff from Old Chang Kee? Really got some satay sauce taste. Anyway, Happy Hump Day becos I got free train & bus ride this morning!! 😄",https://burpple-1.imgix.net/foods/c00352e0ed8a6594ba1278756_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Old Chang Kee (Tampines MRT),9 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,"Local Delights
Fast Food
Halal",,[NEW] Pineapple Pie,"$1.60/pc
.",https://burpple-1.imgix.net/foods/2feec0702f68206570a41926139_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Old Chang Kee (Tampines MRT),9 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,"Local Delights
Fast Food
Halal",,[NEW] Deng Bak Kwa Chicken’O,"$2.60/pc
.",https://burpple-1.imgix.net/foods/2feec0702f680de044cc1926138_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Old Chang Kee (Tampines MRT),9 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,"Local Delights
Fast Food
Halal",,Black Pepper Tuna Puff.,I wish it was more peppery... 😜,https://burpple.imgix.net/foods/c00353d874b8854b901408254_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Old Chang Kee (Tampines MRT),9 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,"Local Delights
Fast Food
Halal",,"Trying out Old Chang Kee's new items, Seaweed Fish Tofu & Teriyaki Chicken Yakitori.","Both taste good, especially the teriyaki chicken yakitori where the sauce reminds me of bak kwa. 😋",https://burpple.imgix.net/foods/c00353b7d612c383381390052_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Quan Ji Teochew Mee (Tampines),0 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,Hawker Food,,NA,NA,NA
Gokoku Japanese Bakery (Tampines Mall),7 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,"Bread & Pastries
Delivery
Japanese",,Couverture Custard,"Couverture Custard ($2.00) (10 cents for byob)
so the couverture custard outer flake was really crispy and crunchy (as the outer flake keep dropping on the bag) but inner custard filling was being hardened and not that sweet but a bit of milky and creamy aftertaste.",https://burpple-1.imgix.net/foods/1686274094_review_image1970132_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Gokoku Japanese Bakery (Tampines Mall),7 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,"Bread & Pastries
Delivery
Japanese",,"Cream Pan ($2.10), Crispy Choco Pafu, Mochi Couverture Chocolate ($2.30 each)","May 2023 be filled with bread runs *cross fingers*
I try the cream pan from Gokuku for the first time and am in awe of the strong vanilla bean note in the cream filling. The saying “一分钱一分货” rings true for Gokuku as usual.
My go to chocolate items continue to please, for a sweet non-bread choice the crispy choco is amazing with a milk chocolate and apricot jam coat. The mochi couverture chocolate bun on the other hand is a chewy cocoa bun sweetened with chocolate chips, white chocolate and orange peels - flavour combinations that are faultless.",https://burpple-2.imgix.net/foods/1673866834_review_image1960055_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Gokoku Japanese Bakery (Tampines Mall),7 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,"Bread & Pastries
Delivery
Japanese",,"Matcha Langue De Chat ($2), Raisin Kurumi ($2.20), Kokutou X Kokutou Pan ($2)","The last bread run of 2022 - and I am so grateful that Gokuku has an outlet in the east because the buns here haven’t failed.
Today I enjoyed a light fresh matcha and white chocolate bun, a denser chewy brown sugar bun and a butter sugar bun with raisins and walnuts. An after thought: Gokuku is great at making classic pairing work don’t they? Matcha and white chocolate, butter and sugar taken up a notch with raisin and walnuts.
Pro tip 1: if you can’t differentiate the flour variants the bakery use, just spot the description chewy if you’d like a dense chewy bun versus regular fresh fluffy buns, both are equally good and depends on the mood of the day.
Pro tip 2: bring your own bag to save the earth and get a 10cent discount 🙃",https://burpple-2.imgix.net/foods/1672581317_review_image1958859_original.?w=20&fit=crop&q=80&auto=format
Gokoku Japanese Bakery (Tampines Mall),7 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,"Bread & Pastries
Delivery
Japanese",,Gokoku cream puff thingy.,So cool.,https://burpple-3.imgix.net/foods/1663419333_review_image1950809_original.?w=20&fit=crop&q=80&auto=format
Gokoku Japanese Bakery (Tampines Mall),7 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,"Bread & Pastries
Delivery
Japanese",,Gokoku cream puff thingy,Guess what it resembles?,https://burpple.imgix.net/foods/1663419164_review_image1950808_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Gokoku Japanese Bakery (Tampines Mall),7 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,"Bread & Pastries
Delivery
Japanese",,𝗛𝗼𝗸𝗸𝗮𝗶𝗱𝗼 𝗣𝘂𝗺𝗽𝗸𝗶𝗻 𝗠𝗲𝗹𝗼𝗻 𝗣𝗮𝗻 ($2.30),visited the famous Gokuku bakery and tried the 𝗛𝗼𝗸𝗸𝗮𝗶𝗱𝗼 𝗣𝘂𝗺𝗽𝗸𝗶𝗻 𝗠𝗲𝗹𝗼𝗻 𝗣𝗮𝗻 ($2.30) this generously-filled bun was coated with a crunchy and sugary layer and stuffed with a smooth and thick pumpkin filling. this was personally my favourite!,https://burpple-3.imgix.net/foods/340b8b6784aa092d89fc1928471_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Gokoku Japanese Bakery (Tampines Mall),7 REVIEWS,0 WISHLISTED,Tampines,~$5/pax,"Bread & Pastries
Delivery
Japanese",,"Melon Pan, Shichifuku Pan, Shio Vanilla Scone, Chocolate Scone,","I am starting my year with what a close friend calls “a staple in my diet”, that is none other than bread #1. Of course I do try new bread places I stumble upon, for example I only learnt that Gokoku Japanese bakery is at Tampines, just a stone throw away from home.
I scored some freshly baked scones at 2pm on a Saturday but deduced I still preferred Duke Bakery’s version for the ones here were less flavourful and more floury.
The bread on the other hand was good. With a mix of different grain flour (i.e, rice and more) the bread here is slightly chewy and soft, which connected me to think that no wonder there was a snaking queue at the cashier as such a texture generally appeals to Chinese palates.",https://burpple-2.imgix.net/foods/3768ef52523623084f21927499_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Lunch,"Cheese Appam (S$2.50)
Egg + Masala Thosai (S$5)",https://burpple.imgix.net/foods/1689310890_review_image1972625_original.?w=20&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Lunch,Masala Egg Onion Thosai (S$5),https://burpple-2.imgix.net/foods/1682666991_review_image1967274_original.?w=20&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Lunch,"Cheese Appam (S$2)
Help yourself to the red sugar.",https://burpple-3.imgix.net/foods/1682666846_review_image1967273_original.?w=20&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Coconut Appam ($2) 🥥,"For something sweet, I had the Coconut Appam ($2) 🥥. This warm, chewy pancake had a finely crisp layer on the outside and was topped with grated coconut and red sugar. The combination of the soft, fluffy center and the crunchy edges made for a delightful texture, and the coconut and sugar added a lovely sweetness.",https://burpple-1.imgix.net/foods/1680704677_review_image1965538_original.?w=20&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Masala Butter Egg Thosai ($5) 🥞,"For the savoury option, I had the Masala Butter Egg Thosai ($5) 🥞- a fabulous piece of thosai with a flavourful filling of mushy spice potato, carrot, and cabbage mixture inside the crispy batter. It had a strong buttery taste adds a rich and indulgent flavour to every bite, and the egg on the surface added a luscious touch to this delectable dish. The sambar is a burst of flavours with its tangy and spicy notes, while the chutney on the right side of the plate is a vibrant orange colour that caught me off guard with its fiery spiciness.",https://burpple.imgix.net/foods/1680704645_review_image1965537_original.?w=20&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Thosai & Appam,"Savoury and sweet for breakfast today!🌞
-
For the savoury option, I had the Masala Butter Egg Thosai ($5) 🥞- a fabulous piece of thosai with a flavourful filling of mushy spice potato, carrot, and cabbage mixture inside the crispy batter. It had a strong buttery taste adds a rich and indulgent flavour to every bite, and the egg on the surface added a luscious touch to this delectable dish. The sambar is a burst of flavours with its tangy and spicy notes, while the chutney on the right side of the plate is a vibrant orange colour that caught me off guard with its fiery spiciness.
-
For something sweet, I had the Coconut Appam ($2) 🥥. This warm, chewy pancake had a finely crisp layer on the outside and was topped with grated coconut and red sugar. The combination of the soft, fluffy center and the crunchy edges made for a delightful texture, and the coconut and sugar added a lovely sweetness.
.
🚩Rajarani Thosai, 137 Tampines St. 11, 01-33, Singapore 521137
.
.
.
#mehmehfoodventure #mehlicious #tastisfying #foodie #sgfoodie #sgfoodblogger #foodblogger #foodblog #foodcoma #burpple #burpplesg #sgfood #foodsg #eatmoresg #foodinsing #thosai #dosai #masalabutteregg #masalabuttereggthosai #sambar #chutney #indianfood #appam #coconutappam #rajaranithosai",https://burpple-3.imgix.net/foods/1680704557_review_image1965536_original.?w=20&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Lunch,"Masala Egg Thosai (S$4.50)
Egg Appam (S$2)
Available at @rajaranithosai",https://burpple-3.imgix.net/foods/1655355900_review_image1941750_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,"Appam (SGD $1 Plain, $1.50 Egg) @ Rajarani Thosai.","Specialising in both thosai and appam, it's easy to spot this decade-old stall where they painstakingly hand-make their dishes - just look for the longest queue.
.
The Plain Appam has a piping hot soft moist center with fragile lacy edges, and a grainy savoury sweet salty flavour.
.
By contrast, the Egg Appam has a fluffy pillow soft center with the crown of egg, which lends eggy sweet notes. However, the lacy edges are much less prominent.
.
Both are served with grainy orange sugar which lends a layer of sweet flavour, yum.
.
.
.
Appam
Rajarani Thosai
@ Tampines Round Market & Food Centre, 137 Tampines Street 11 #01-33
Opening Hours: Thu - Tue 7am – 2:30pm, Closed Wed
.
More details:
https://ivanteh-runningman.blogspot.com/2021/12/best-of-singapore-hawkers-appam.html",https://burpple-3.imgix.net/foods/3f3b9619f9ddbcc2a221921681_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Coconut Appam ($1.50),"This had a crisp skirt around, with a soft & chewy middle - texture is similar to a minjiangkueh. The coconut shreds (it didn’t feel super fresh, but it wasn’t stale or dry either) and appam itself are plain on its own, so a light sprinkling of the fine sugar helped to elevate the taste. First time trying appam and I wouldn’t mind having it again, but I don’t think appams are my kinda thing though.",https://burpple-2.imgix.net/foods/5febb7fd2fea1d479c21889576_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Masala Butter Thosai ($4),"Thosai was crisp at the edges, kinda like a tissue prata (with butter, without the sugar). My bf and I both felt that there was too much butter at some parts tho, felt greasy at those parts. Maybe we should get the masala egg next time instead! The centre part was stuffed with soft and yummy potatoes. Yogurt (?) sauce (middle) was tangy, the dhal (left) complemented the thosai well. The sauce on the right was pretty spicy (even the bf with a good spice tolerance agreed), so I didn’t have much of it.
I haven’t tried many thosais before, but I think that this was pretty good and I would travel to Tampines for this :) The queues are quite consistently long, which is a testament to how popular it is!",https://burpple-2.imgix.net/foods/5febb7fd2fbddcdccb41889575_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Masala Egg Thosai,"You would be surprised to see this Indian food stall actually managed by Malay family, always attracting a long queue in the morning for their thosai, appam and puttu mayam.
They have lots of fillings choice for their thosai, including the masala egg for $4. Crispy skin wrapping the soft fillings inside with lots of masala potato and egg. It also pair well with the curry and sauce.",https://burpple-1.imgix.net/foods/52ed0a1c7338e4129741889465_original.?w=20&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Butter Appam,"Interestingly, this is a Malay stall, not Indian. I actually like how it doesn't look perfect. Quite good, but since appam can never blow your mind, I guess it's difficult to say.",https://burpple-2.imgix.net/foods/2f1652be7fcd25731d881684362_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Review on Butter Appam ($1.50),"Made from rice flour and served with orange sugar, this fresh, buttery, fermented rice pancake with crispy edges and thick, spongy centre really wowed me.
This is such a treat!",https://burpple.imgix.net/foods/2f1246126df4720630f61650840_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Review on Thosai ($1.50),"Date visited: 1/7/2018 (10:30am)
Finally! The stall was closed for the whole of Ramadan/ Hari Raya period.
There is usually a short queue on weekends, but it moves fast.
One reason I like this stall is because they make your order fresh. I really don’t like being served thosai that has been lying around for a while/ cold.
While this may not be like MTR type of (crispy) dosa, I still like this type of thosai with orange sugar- fresh, humble, cheap & nice!",https://burpple-3.imgix.net/foods/2f1246126c07b00169761650130_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,This is one of the best Thosai i had ate so far.,"So called recommended by my ns fren @carl_holmberg. This is the best Breakfast & Brunch. The Thosai The Stall Owner make the thosai by batches ensure the crispiness. I wanna try their appam but it was sold out. Go for their Orginal Thosai instead because adding ingredient cost additional amount. For $1.50 u can get a big piece of the Thosai. The Thosai come with 2 different dipping of curries & coconut chutney. Remember to get your breakfast fixed here.
Name:Rajanrani Thosai
Address: Blk 137 Tampines ST 11
#01-33 Tampines Round Market & Food Centre Singapore 522137
Operating Hours:0700-1400
Open Daily",https://burpple-1.imgix.net/foods/2730f5b52a80d6434161584036_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Masala Thosai ($3),"Came here because of Burpple's Tampines guide, despite the queue (which moved pretty fast). Unfortunately I have been utterly spoilt by MTR's version, so this was quite lacking, though definitely one of the better ones I had in SG. Nevertheless the combination of the chutneys (yay to the yogurt one) and mashed masala potato filling was pretty good, once I stopped reminiscing about MTR 🙃",https://burpple.imgix.net/foods/4cc1bf0bc0849f2f2981562418_original.?w=20&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Butter Appam,"Crispy thin edges, dense ""kueh"" for the middle part that is slight sour from the fermented batter. But the buttery salty taste did covered up the slight sour. Overall, a nice sweet (from palm sugar) and savory (from butter) ""pancake"" (S$1.50).",https://burpple-2.imgix.net/foods/60d6dc0841f4b9019f81561648_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,For Yummy Thosai and Appam,"After eating her way through Tampines Round Market, Tastemaker Wei Zhi Chiang declares Rajarani Thosai to be her favourite stall — that must say something about it! As its name suggests, Rajarani serves up some incredible thosai (a savoury South Indian pancake). Go for the Masalah Thosai ($3), which is soft in the middle and nicely crisp around the edges (to be honest, the Tastemakers wish it were crispier!). The spiced potato filling is generous and tasty, and according to Tastemaker Wei Zhi, it will not scare off non-spicy lovers. On the other hand, Tastemaker Vanessa Kou was won over by the Appam (fermented rice pancake, $1) with its ""crispy edges and pancake-like middle that carries a slight tang from the fermented batter"". It's best enjoyed dipped into the accompanying orange sugar.
Avg Price: $5 per person
Photo by Burpple Tastemaker Wei Zhi Chiang",https://burpple.imgix.net/foods/2831177525cb695049e1549582_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Appam ($3),"Also tried the appam which was pretty good with light whiff of coconut; and texture-wise the middle that was soft and fluffy as it should be, though the edges weren't quite as thin and crisp (probably also our fault😅). Appam is always fun to eat, just peel and dip into the accompanying palm sugar!
#BurppleBestOfTampines",https://burpple.imgix.net/foods/7cfe3939e9013b20561548273_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Masala Thosai ($3),"Have been to Tampines Round Market for a couple of times, but I've never tried this and glad we got to! Masalah Thosai ($3) was one of my favourite dish of the day, could be more crisped but then again it could be because it sat at our table for a bit. Even so, it was still rather crisp at the sides and soft; and the fillings were so tasty! Another off their menu which caught our eyes was the cheese one but we didn't get to try. Warrants another visit!
#BurppleBestOfTampines",https://burpple-3.imgix.net/foods/7cfe3939e8e6aa08d41548272_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Masala Thosai ($3),"I remember the first time trying thosai was back in primary school, where cheese thosai cost me only $0.60 a piece and I'd always run to the thosai stall once the recess bell rings to be first in line.
15 years later, I'm trying out RajaRani's Masala Thosai, which reminds me much of what I had back in primary school & the best part, with masala!
With slight hints of spice mixed with potatoes, the masala adds a nice touch to the thosai, without being too overbearing. If you're a lover of spice, dip into either of the accompanying curries & you're in for a good feast!
#BurppleBestofTampines",https://burpple-1.imgix.net/foods/1b670fafb6b7d125e1c1547588_original.?w=420&dpr=1&fit=crop&q=80&auto=format
Rajarani Thosai (Tampines Round Market),28 REVIEWS,78 WISHLISTED,Tampines,~$5/pax,"Hawker Food
Indian
Vegetarian",,Masalah Thosai [$3],"We tried out many stalls and dishes in Tampines Round Market but this was my favorite find here! Though not as crispy as we wanted, it was done evenly throughout, soft in the middle and slightly crispier around the ends. The masalah filling was generous and tasty, with a good amount of spice that won't scare off non-spicy diners. If you don't fancy Masalah, choose from other ingredients like egg, cheese, butter, etc. If only this is nearer to me! #BurppleBestofTampines
📍Rajarani Thosai
Tampines Round Market & Food Centre #01-33
137 Tampines Street 11
Singapore 522137",https://burpple-2.imgix.net/foods/1cf99a965266ed0f1ec1546896_original.?w=20&fit=crop&q=80&auto=format
